sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder|order
315|7|5|8002.551|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8060.494|35|5.0|139.99|1150.64|0|?|?|?|4|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8074.354|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8096.584|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8126.143|35|5.0|139.99|1150.64|0|?|?|?|4|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8150.205|35|5.0|139.99|1150.64|0|?|?|?|4|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8271.533|35|5.0|139.99|1150.64|0|?|?|?|4|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8284.645|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8333.036|35|5.0|139.99|1150.64|0|?|?|?|1|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8343.232|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8349.377|35|5.0|139.99|1150.64|0|?|?|?|1|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8381.62|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8404.817|35|5.0|139.99|1150.64|0|?|?|?|3|y|completely orderable|132|1500|614|44|7|41|2|50|n
315|7|5|8453.986|35|5.0|139.99|1150.64|0|?|?|?|?|y|completely orderable|132|1500|614|44|7|41|2|50|n
316|7|5|183.889|3|3.0|3.0|9.0|1|3.0|3.0|3.0|?|?|?|133|600|583|75|2|41|1|91|n
317|7|5|34.807|5|9.99|9.99|29.97|1|9.99|9.99|9.99|?|?|?|134|2600|502|218|18|46|2|18|n
317|7|5|406.314|17|9.99|15.99|81.93|2|9.99|9.99|19.98|?|?|?|134|2600|502|218|18|46|2|18|n
317|7|5|584.099|17|9.99|15.99|81.93|2|9.99|9.99|19.98|2|y|completely orderable|134|2600|502|218|18|46|2|18|n
318|7|5|0.0|1|1799.99|1799.99|1799.99|1|1799.99|1799.99|1799.99|?|?|?|135|6000|515|242|28|37|1|16|n
318|7|5|30.215|1|1799.99|1799.99|1799.99|1|1799.99|1799.99|1799.99|1|y|?|135|6000|515|242|28|37|1|16|n
319|7|5|82.676|6|15.99|39.95|143.86|1|15.99|15.99|15.99|?|?|?|136|1500|528|248|22|44|2|15|y
319|7|5|130.154|12|11.99|39.95|256.8|2|15.99|16.99|32.98|?|?|?|136|1500|528|248|22|44|2|15|y
319|7|5|230.277|26|11.99|39.95|490.66|3|12.49|16.99|45.47|?|?|?|136|1500|528|248|22|44|2|15|y
319|7|5|834.249|42|9.99|49.99|822.47|4|12.49|16.99|59.47|?|?|?|136|1500|528|248|22|44|2|15|y
319|7|5|845.871|42|9.99|49.99|822.47|4|12.49|16.99|59.47|2|y|completely orderable|136|1500|528|248|22|44|2|15|y
319|7|5|929.423|42|9.99|49.99|822.47|4|12.49|16.99|59.47|?|y|completely orderable|136|1500|528|248|22|44|2|15|y
319|7|5|935.986|42|9.99|49.99|822.47|4|12.49|16.99|59.47|4|y|completely orderable|136|1500|528|248|22|44|2|15|y
319|7|5|955.634|42|9.99|49.99|822.47|4|12.49|16.99|59.47|?|y|completely orderable|136|1500|528|248|22|44|2|15|y
320|7|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
320|7|5|4.434|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?|n
321|7|5|43.127|2|25.95|25.95|51.9|1|25.95|25.95|25.95|?|?|?|?|?|?|?|?|?|?|?|n
321|7|5|60.159|2|25.95|25.95|51.9|1|25.95|25.95|25.95|2|y|completely orderable|?|?|?|?|?|?|?|?|n
321|7|5|67.704|2|25.95|25.95|51.9|1|25.95|25.95|25.95|1|y|completely orderable|?|?|?|?|?|?|?|?|n
321|7|5|106.319|2|25.95|25.95|51.9|1|25.95|25.95|25.95|1|y|completely orderable|?|?|?|?|?|?|?|?|n
321|7|5|112.027|2|25.95|25.95|51.9|1|25.95|25.95|25.95|1|y|?|?|?|?|?|?|?|?|?|n
321|7|5|116.817|2|25.95|25.95|51.9|1|25.95|25.95|25.95|1|y|?|?|?|?|?|?|?|?|?|n
322|7|5|389.674|9|29.99|29.99|59.98|1|29.99|29.99|29.99|?|?|?|?|?|?|?|?|?|?|?|n
322|7|5|779.056|13|29.99|59.99|179.96|2|29.99|59.99|89.98|?|?|?|?|?|?|?|?|?|?|?|n
322|7|5|1092.934|17|29.99|59.99|239.94|3|29.99|59.99|119.97|?|?|?|?|?|?|?|?|?|?|?|n
322|7|5|2336.387|27|1.0|59.99|242.94|4|1.0|59.99|120.97|?|?|?|?|?|?|?|?|?|?|?|n
322|7|5|2474.764|27|1.0|59.99|242.94|4|1.0|59.99|120.97|2|y|completely orderable|?|?|?|?|?|?|?|?|n
322|7|5|2626.773|27|1.0|59.99|242.94|4|1.0|59.99|120.97|1|y|completely orderable|?|?|?|?|?|?|?|?|n
323|7|5|0.0|1|49.99|49.99|49.99|1|49.99|49.99|49.99|?|?|?|?|?|?|?|?|?|?|?|n
323|7|5|5.522|1|49.99|49.99|49.99|1|49.99|49.99|49.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
323|7|5|18.879|1|49.99|49.99|49.99|1|49.99|49.99|49.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
323|7|5|36.84|1|49.99|49.99|49.99|1|49.99|49.99|49.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
323|7|5|48.614|1|49.99|49.99|49.99|1|49.99|49.99|49.99|4|y|completely orderable|?|?|?|?|?|?|?|?|n
323|7|5|60.148|1|49.99|49.99|49.99|1|49.99|49.99|49.99|5|y|completely orderable|?|?|?|?|?|?|?|?|n
324|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
324|7|5|49.729|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
325|7|5|545.144|22|39.99|44.99|884.78|1|39.99|39.99|39.99|?|?|?|137|2500|494|219|6|46|2|37|y
325|7|5|1314.233|46|4.99|44.99|1365.54|2|9.99|39.99|49.98|?|?|?|137|2500|494|219|6|46|2|37|y
325|7|5|1472.921|51|4.99|44.99|1490.49|3|9.99|39.99|74.97|?|?|?|137|2500|494|219|6|46|2|37|y
325|7|5|1500.951|51|4.99|44.99|1490.49|3|9.99|39.99|74.97|2|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2162.022|74|4.99|44.99|1574.42|3|9.99|39.99|74.97|2|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2272.237|79|3.0|44.99|1604.4|3|9.99|39.99|74.97|2|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2304.354|79|3.0|44.99|1604.4|3|9.99|39.99|74.97|3|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2354.24|79|3.0|44.99|1604.4|3|9.99|39.99|74.97|3|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2369.376|79|3.0|44.99|1604.4|3|9.99|39.99|74.97|4|y|completely orderable|137|2500|494|219|6|46|2|37|y
325|7|5|2379.826|79|3.0|44.99|1604.4|3|9.99|39.99|74.97|5|y|completely orderable|137|2500|494|219|6|46|2|37|y
326|7|5|84.851|3|14.99|14.99|29.98|1|14.99|14.99|14.99|?|?|?|?|?|?|?|?|?|?|?|n
327|7|5|11.507|2|159.99|159.99|319.98|1|159.99|159.99|159.99|?|?|?|138|1000|553|13|6|49|2|32|n
327|7|5|34.946|2|159.99|159.99|319.98|1|159.99|159.99|159.99|3|y|completely orderable|138|1000|553|13|6|49|2|32|n
327|7|5|48.229|2|159.99|159.99|319.98|1|159.99|159.99|159.99|1|y|completely orderable|138|1000|553|13|6|49|2|32|n
328|7|5|22.553|4|119.99|119.99|479.96|1|119.99|119.99|119.99|?|?|?|?|?|?|?|?|?|?|?|y
328|7|5|81.251|8|119.99|119.99|959.92|2|119.99|119.99|239.98|?|?|?|?|?|?|?|?|?|?|?|y
328|7|5|502.077|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|1|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|515.727|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|2|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|521.323|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|1|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|546.613|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|2|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|630.969|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|3|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|654.077|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|4|y|completely orderable|?|?|?|?|?|?|?|?|y
328|7|5|695.427|16|7.0|119.99|1011.7|2|119.99|119.99|239.98|5|y|completely orderable|?|?|?|?|?|?|?|?|y
329|7|5|302.262|8|19.99|34.99|134.94|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?|n
330|7|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
330|7|5|6.452|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?|n
331|7|5|11.286|3|11.99|11.99|35.97|1|11.99|11.99|11.99|?|?|?|139|2900|550|57|17|52|2|53|y
331|7|5|166.941|7|11.99|34.99|175.93|2|11.99|34.99|46.98|?|?|?|139|2900|550|57|17|52|2|53|y
331|7|5|209.591|7|11.99|34.99|175.93|2|11.99|34.99|46.98|1|y|completely orderable|139|2900|550|57|17|52|2|53|y
331|7|5|268.708|7|11.99|34.99|175.93|2|11.99|34.99|46.98|1|y|completely orderable|139|2900|550|57|17|52|2|53|y
331|7|5|529.232|11|11.99|34.99|255.89|2|11.99|34.99|46.98|3|y|completely orderable|139|2900|550|57|17|52|2|53|y
331|7|5|557.213|11|11.99|34.99|255.89|2|11.99|34.99|46.98|4|y|completely orderable|139|2900|550|57|17|52|2|53|y
331|7|5|654.195|11|11.99|34.99|255.89|2|11.99|34.99|46.98|5|y|completely orderable|139|2900|550|57|17|52|2|53|y
332|7|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
332|7|5|24.375|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?|n
333|7|5|21.417|3|17.99|17.99|53.97|1|17.99|17.99|17.99|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|556.046|18|14.99|29.95|408.49|2|17.99|25.95|43.94|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|576.886|21|14.99|29.95|486.34|3|17.99|25.95|69.89|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|690.615|30|14.99|29.95|719.89|4|17.99|25.95|95.84|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|700.112|33|14.99|29.95|797.74|5|17.99|25.95|121.79|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|810.093|41|14.99|29.95|999.76|6|17.99|29.95|151.74|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|825.648|45|14.99|29.95|1119.56|7|17.99|29.95|181.69|?|?|?|140|1300|437|98|21|36|2|19|y
333|7|5|998.438|54|14.99|29.95|1361.11|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1048.649|54|14.99|29.95|1361.11|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1075.032|54|14.99|29.95|1361.11|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1096.814|55|14.99|29.95|1387.06|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1125.1|56|14.99|29.95|1413.01|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1171.118|57|14.99|29.95|1442.96|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1207.182|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|1|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1213.104|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|2|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1250.613|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|2|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1268.254|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|3|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1312.727|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|4|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1369.698|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|4|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1411.792|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|4|y|completely orderable|140|1300|437|98|21|36|2|19|y
333|7|5|1434.782|58|14.99|29.95|1468.91|7|17.99|29.95|181.69|5|y|completely orderable|140|1300|437|98|21|36|2|19|y
334|7|5|0.0|1|12.99|12.99|12.99|1|12.99|12.99|12.99|?|?|?|141|2000|553|139|11|46|2|14|n
334|7|5|0.0|2|11.99|12.99|24.98|2|11.99|12.99|24.98|?|?|?|141|2000|553|139|11|46|2|14|n
334|7|5|20.001|2|11.99|12.99|24.98|2|11.99|12.99|24.98|1|y|?|141|2000|553|139|11|46|2|14|n
335|7|5|1118.312|7|9.99|19.99|99.93|1|19.99|19.99|19.99|?|?|?|142|4000|552|61|3|44|2|11|y
335|7|5|1221.955|10|9.99|19.99|138.9|2|12.99|19.99|32.98|?|?|?|142|4000|552|61|3|44|2|11|y
335|7|5|1484.43|18|9.99|29.99|258.86|2|12.99|19.99|32.98|1|y|completely orderable|142|4000|552|61|3|44|2|11|y
335|7|5|1609.914|19|9.99|29.99|288.85|3|12.99|29.99|62.97|?|?|?|142|4000|552|61|3|44|2|11|y
335|7|5|1616.718|19|9.99|29.99|288.85|3|12.99|29.99|62.97|1|y|mainly orderable|142|4000|552|61|3|44|2|11|y
335|7|5|1648.381|19|9.99|29.99|288.85|3|12.99|29.99|62.97|2|y|completely orderable|142|4000|552|61|3|44|2|11|y
335|7|5|1729.173|19|9.99|29.99|288.85|3|12.99|29.99|62.97|2|y|completely orderable|142|4000|552|61|3|44|2|11|y
335|7|5|1753.086|19|9.99|29.99|288.85|3|12.99|29.99|62.97|?|y|completely orderable|142|4000|552|61|3|44|2|11|y
336|7|5|229.417|4|44.99|44.99|179.96|1|44.99|44.99|44.99|?|?|?|143|600|541|191|7|48|2|19|n
336|7|5|248.868|4|44.99|44.99|179.96|1|44.99|44.99|44.99|1|y|completely not orderable|143|600|541|191|7|48|2|19|n
337|7|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|144|3000|474|100|11|33|2|59|n
338|7|5|39.996|3|199.99|229.99|659.97|1|229.99|229.99|229.99|?|?|?|145|500|447|2|6|39|2|11|n
338|7|5|1129.472|51|44.99|379.99|10389.53|1|229.99|229.99|229.99|1|y|completely orderable|145|500|447|2|6|39|2|11|n
339|7|5|44.869|3|54.99|54.99|109.98|1|54.99|54.99|54.99|?|?|?|146|?|?|?|0|36|1|18|y
339|7|5|139.774|5|54.99|129.0|367.98|2|54.99|129.0|183.99|?|?|?|146|?|?|?|0|36|1|18|y
339|7|5|153.328|5|54.99|129.0|367.98|2|54.99|129.0|183.99|1|y|completely orderable|146|?|?|?|0|36|1|18|y
339|7|5|160.148|5|54.99|129.0|367.98|2|54.99|129.0|183.99|1|y|completely orderable|146|?|?|?|0|36|1|18|y
339|7|5|167.256|5|54.99|129.0|367.98|2|54.99|129.0|183.99|2|y|completely orderable|146|?|?|?|0|36|1|18|y
339|7|5|207.321|5|54.99|129.0|367.98|2|54.99|129.0|183.99|3|y|completely orderable|146|?|?|?|0|36|1|18|y
339|7|5|236.077|5|54.99|129.0|367.98|2|54.99|129.0|183.99|4|y|completely orderable|146|?|?|?|0|36|1|18|y
339|7|5|254.85|5|54.99|129.0|367.98|2|54.99|129.0|183.99|5|y|completely orderable|146|?|?|?|0|36|1|18|y
340|7|5|0.0|1|29.99|29.99|29.99|1|29.99|29.99|29.99|?|?|?|147|600|70|54|0|20|2|14|y
340|7|5|12.823|1|29.99|29.99|29.99|1|29.99|29.99|29.99|1|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|73.037|1|29.99|29.99|29.99|1|29.99|29.99|29.99|2|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|125.788|1|29.99|29.99|29.99|1|29.99|29.99|29.99|?|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|169.414|1|29.99|29.99|29.99|1|29.99|29.99|29.99|1|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|254.224|1|29.99|29.99|29.99|1|29.99|29.99|29.99|3|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|328.022|1|29.99|29.99|29.99|1|29.99|29.99|29.99|3|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|363.141|1|29.99|29.99|29.99|1|29.99|29.99|29.99|3|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|392.305|1|29.99|29.99|29.99|1|29.99|29.99|29.99|3|y|completely orderable|147|600|70|54|0|20|2|14|y
340|7|5|411.482|1|29.99|29.99|29.99|1|29.99|29.99|29.99|?|y|completely orderable|147|600|70|54|0|20|2|14|y
341|7|5|0.0|1|169.0|169.0|169.0|1|169.0|169.0|169.0|?|?|?|?|?|?|?|?|?|?|?|n
341|7|5|0.0|2|129.99|169.0|298.99|2|129.99|169.0|298.99|?|?|?|?|?|?|?|?|?|?|?|n
341|7|5|0.0|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?|n
342|7|5|787.089|5|23.99|23.99|71.97|1|23.99|23.99|23.99|?|?|?|?|?|?|?|?|?|?|?|n
342|7|5|2236.701|5|23.99|23.99|71.97|1|23.99|23.99|23.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
343|7|5|1.775|2|279.99|279.99|559.98|1|279.99|279.99|279.99|?|?|?|?|?|?|?|?|?|?|?|n
343|7|5|30.906|4|279.99|549.99|1659.96|2|279.99|549.99|829.98|?|?|?|?|?|?|?|?|?|?|?|n
343|7|5|40.982|4|279.99|549.99|1659.96|2|279.99|549.99|829.98|1|y|completely orderable|?|?|?|?|?|?|?|?|n
343|7|5|50.77|4|279.99|549.99|1659.96|2|279.99|549.99|829.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
344|7|5|29.331|3|23.99|23.99|47.98|1|23.99|23.99|23.99|?|?|?|?|?|?|?|?|?|?|?|n
344|7|5|130.494|9|9.99|23.99|109.93|2|12.99|23.99|36.98|?|?|?|?|?|?|?|?|?|?|?|n
345|7|5|823.325|18|8.95|19.99|141.82|1|15.99|15.99|15.99|?|?|?|148|5000|546|114|32|29|2|23|n
345|7|5|1381.458|25|8.95|19.99|217.73|2|12.99|15.99|28.98|?|?|?|148|5000|546|114|32|29|2|23|n
345|7|5|1755.237|31|8.95|19.99|247.62|3|9.95|15.99|38.93|?|?|?|148|5000|546|114|32|29|2|23|n
345|7|5|3219.793|45|8.95|19.99|361.5|4|9.95|15.99|48.92|?|?|?|148|5000|546|114|32|29|2|23|n
345|7|5|4406.796|56|8.95|24.99|514.4|5|9.95|15.99|58.91|?|?|?|148|5000|546|114|32|29|2|23|n
346|7|5|1443.425|26|10.0|149.99|1231.63|0|?|?|?|?|y|mainly orderable|149|500|425|63|9|49|2|45|n
346|7|5|1449.763|26|10.0|149.99|1231.63|0|?|?|?|3|y|mainly orderable|149|500|425|63|9|49|2|45|n
347|7|5|112.689|3|15.99|17.99|49.97|1|15.99|15.99|15.99|?|?|?|150|2600|546|220|4|42|2|19|y
347|7|5|346.439|7|15.99|19.99|105.94|2|15.99|19.99|35.98|?|?|?|150|2600|546|220|4|42|2|19|y
347|7|5|625.675|9|15.99|22.99|151.92|3|15.99|22.99|58.97|?|?|?|150|2600|546|220|4|42|2|19|y
347|7|5|1013.335|13|15.99|22.99|243.88|4|15.99|22.99|81.96|?|?|?|150|2600|546|220|4|42|2|19|y
347|7|5|1060.236|13|15.99|22.99|243.88|4|15.99|22.99|81.96|2|y|completely orderable|150|2600|546|220|4|42|2|19|y
347|7|5|1147.596|13|15.99|22.99|243.88|4|15.99|22.99|81.96|?|y|completely orderable|150|2600|546|220|4|42|2|19|y
347|7|5|1209.991|13|15.99|22.99|243.88|4|15.99|22.99|81.96|4|y|completely orderable|150|2600|546|220|4|42|2|19|y
347|7|5|1279.193|13|15.99|22.99|243.88|4|15.99|22.99|81.96|?|y|completely orderable|150|2600|546|220|4|42|2|19|y
347|7|5|1308.017|13|15.99|22.99|243.88|4|15.99|22.99|81.96|4|y|completely orderable|150|2600|546|220|4|42|2|19|y
347|7|5|1325.766|13|15.99|22.99|243.88|4|15.99|22.99|81.96|?|y|completely orderable|150|2600|546|220|4|42|2|19|y
348|7|5|287.106|6|5.0|6.99|35.96|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
348|7|5|348.106|8|5.0|6.99|47.94|2|5.99|6.99|12.98|?|?|?|?|?|?|?|?|?|?|?|n
348|7|5|814.752|15|4.99|14.99|106.88|3|5.99|7.99|20.97|?|?|?|?|?|?|?|?|?|?|?|n
348|7|5|929.283|17|4.99|14.99|136.86|4|5.99|14.99|35.96|?|?|?|?|?|?|?|?|?|?|?|n
348|7|5|1130.543|19|4.99|15.99|168.84|5|5.99|15.99|51.95|?|?|?|?|?|?|?|?|?|?|?|n
349|7|5|60.95|2|20.0|59.99|79.99|1|59.99|59.99|59.99|?|?|?|?|?|?|?|?|?|?|?|n
349|7|5|246.356|2|20.0|59.99|79.99|1|59.99|59.99|59.99|?|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|402.545|3|20.0|59.99|99.99|1|59.99|59.99|59.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|525.258|3|20.0|59.99|99.99|1|59.99|59.99|59.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|566.392|3|20.0|59.99|99.99|1|59.99|59.99|59.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|606.457|3|20.0|59.99|99.99|1|59.99|59.99|59.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|657.167|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|676.019|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|697.433|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|778.661|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|814.694|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|819.752|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|824.573|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|827.579|3|20.0|59.99|99.99|1|59.99|59.99|59.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|830.963|3|20.0|59.99|99.99|1|59.99|59.99|59.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|833.522|3|20.0|59.99|99.99|1|59.99|59.99|59.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|851.392|3|20.0|59.99|99.99|1|59.99|59.99|59.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|874.43|3|20.0|59.99|99.99|1|59.99|59.99|59.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|928.592|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|945.01|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|?|?|?|?|?|?|?|?|?|n
349|7|5|1021.785|3|20.0|59.99|99.99|1|59.99|59.99|59.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
349|7|5|1054.209|4|20.0|59.99|159.98|2|59.99|59.99|119.98|?|?|?|?|?|?|?|?|?|?|?|n
349|7|5|1061.112|4|20.0|59.99|159.98|2|59.99|59.99|119.98|1|y|completely orderable|?|?|?|?|?|?|?|?|n
350|7|5|0.0|1|5.99|5.99|5.99|1|5.99|5.99|5.99|?|?|?|151|4000|544|333|10|57|2|24|n
350|7|5|0.0|2|5.99|19.99|25.98|2|5.99|19.99|25.98|?|?|?|151|4000|544|333|10|57|2|24|n
351|7|5|219.139|5|9.99|14.99|59.95|1|9.99|9.99|9.99|?|?|?|152|4000|597|152|10|42|2|181|n
351|7|5|353.337|8|9.99|19.99|119.92|2|9.99|19.99|29.98|?|?|?|152|4000|597|152|10|42|2|181|n
351|7|5|464.234|12|9.99|19.99|179.89|3|9.99|19.99|49.97|?|?|?|152|4000|597|152|10|42|2|181|n
351|7|5|735.609|12|9.99|19.99|179.89|3|9.99|19.99|49.97|1|y|mainly not orderable|152|4000|597|152|10|42|2|181|n
351|7|5|888.584|12|9.99|19.99|179.89|3|9.99|19.99|49.97|1|y|?|152|4000|597|152|10|42|2|181|n
352|7|5|269.897|15|39.9|169.95|1598.95|1|69.9|69.9|69.9|?|?|?|153|800|517|36|9|60|2|20|n
352|7|5|478.134|21|39.9|169.95|2018.55|1|69.9|69.9|69.9|1|y|completely orderable|153|800|517|36|9|60|2|20|n
353|7|5|105.876|5|19.99|39.99|123.95|1|19.99|19.99|19.99|?|?|?|154|4000|542|310|14|59|2|14|y
353|7|5|168.344|8|17.95|39.99|221.88|2|19.99|39.99|59.98|?|?|?|154|4000|542|310|14|59|2|14|y
353|7|5|238.831|11|15.0|39.99|266.88|3|15.0|39.99|74.98|?|?|?|154|4000|542|310|14|59|2|14|y
353|7|5|950.591|67|5.0|89.99|1807.69|4|15.0|49.99|124.97|?|?|?|154|4000|542|310|14|59|2|14|y
353|7|5|1160.027|73|5.0|89.99|2127.59|4|15.0|49.99|124.97|1|y|completely orderable|154|4000|542|310|14|59|2|14|y
353|7|5|1177.052|73|5.0|89.99|2127.59|4|15.0|49.99|124.97|1|y|completely orderable|154|4000|542|310|14|59|2|14|y
353|7|5|1213.442|73|5.0|89.99|2127.59|4|15.0|49.99|124.97|?|y|completely orderable|154|4000|542|310|14|59|2|14|y
353|7|5|1219.003|73|5.0|89.99|2127.59|4|15.0|49.99|124.97|3|y|completely orderable|154|4000|542|310|14|59|2|14|y
